Title,Channel,Views,Duration,Upload date,Video type,Url,Thumbnail,Fallback
Using the UV Pass for Blender Cycles (Render Guide),Octane Universe,65,00:02:50,2025-05-10,Beginner Tutorial,https://www.youtube.com/watch?v=ngtquYrbXX0,thumbs/ngtquYrbXX0.jpg,https://i.ytimg.com/vi/ngtquYrbXX0/hqdefault.jpg
Tutorial - Octane for Blender Color Management,Octane Universe,2707,00:02:51,2023-02-14,Beginner Tutorial,https://www.youtube.com/watch?v=el8jLKUlSXo,thumbs/el8jLKUlSXo.jpg,https://i.ytimg.com/vi/el8jLKUlSXo/hqdefault.jpg
Noise texture does not rotate with object: Solution | Blender & Octane,Timvias,1146,00:02:52,2023-06-08,Beginner Tutorial,https://www.youtube.com/watch?v=93oKbbD_89Y,thumbs/93oKbbD_89Y.jpg,https://i.ytimg.com/vi/93oKbbD_89Y/hqdefault.jpg
Shadow catcher | Blender & Octane Tutorial,Timvias,1100,00:02:53,2023-07-17,Beginner Tutorial,https://www.youtube.com/watch?v=knjeW9AEHKw,thumbs/knjeW9AEHKw.jpg,https://i.ytimg.com/vi/knjeW9AEHKw/hqdefault.jpg
Blender Fantasy Ring Render Comparison | Cycles vs Luxcore vs Octane vs Renderman vs ProRender,djtutorials,14817,00:03:01,2022-04-05,Beginner Tutorial,https://www.youtube.com/watch?v=5iRrJ3IQQ3U,thumbs/5iRrJ3IQQ3U.jpg,https://i.ytimg.com/vi/5iRrJ3IQQ3U/hqdefault.jpg
How to Install Octane X for Blender | Apple Metal GPU,Pixel Planet Studios,10535,00:03:02,2023-02-02,Beginner Tutorial,https://www.youtube.com/watch?v=BFYf7N6Q_10,thumbs/BFYf7N6Q_10.jpg,https://i.ytimg.com/vi/BFYf7N6Q_10/hqdefault.jpg
Timelapse - Garda Serenade in Blender Octane,ArchiVizual,810,00:03:05,2023-05-11,Beginner Tutorial,https://www.youtube.com/watch?v=_N9hKJZbjms,thumbs/_N9hKJZbjms.jpg,https://i.ytimg.com/vi/_N9hKJZbjms/hqdefault.jpg
Advanced Interior Visualization Course - Blender Octane,ArchiVizual,2970,00:03:07,2022-12-01,Beginner Tutorial,https://www.youtube.com/watch?v=Qen6n-Wo3to,thumbs/Qen6n-Wo3to.jpg,https://i.ytimg.com/vi/Qen6n-Wo3to/hqdefault.jpg
Export out Alpha for Objects in Blender Octane,Steven Scott (OnlineRender),387,00:03:09,2024-07-17,Beginner Tutorial,https://www.youtube.com/watch?v=WfSfkxfR7_Q,thumbs/WfSfkxfR7_Q.jpg,https://i.ytimg.com/vi/WfSfkxfR7_Q/hqdefault.jpg
Clip Geometry using the Clipping Material Node - Blender Octane,Steven Scott (OnlineRender),601,00:03:10,2024-07-15,Beginner Tutorial,https://www.youtube.com/watch?v=BN3ttaahMro,thumbs/BN3ttaahMro.jpg,https://i.ytimg.com/vi/BN3ttaahMro/hqdefault.jpg
OCTANE FOR BLENDER - HOW TO INSTALL - VECTRON FRACTALS,Machina Infinitum - Fractal Experiences,3615,00:03:12,2020-12-28,Beginner Tutorial,https://www.youtube.com/watch?v=9WpPYDKfv3A,thumbs/9WpPYDKfv3A.jpg,https://i.ytimg.com/vi/9WpPYDKfv3A/hqdefault.jpg
Blender Octane Plugin Tutorial : Round edges,Pierre Santamaria,476,00:03:15,2023-11-08,Beginner Tutorial,https://www.youtube.com/watch?v=Ucyz0jXQo8E,thumbs/Ucyz0jXQo8E.jpg,https://i.ytimg.com/vi/Ucyz0jXQo8E/hqdefault.jpg
Blender Octane Plugin Tutorial - For illustration and concept art,Pierre Santamaria,2501,00:03:19,2022-11-17,Beginner Tutorial,https://www.youtube.com/watch?v=tJK0FPEV8UE,thumbs/tJK0FPEV8UE.jpg,https://i.ytimg.com/vi/tJK0FPEV8UE/hqdefault.jpg
Wireframe Rendering - Blender Octane,Steven Scott (OnlineRender),387,00:03:20,2024-07-23,Beginner Tutorial,https://www.youtube.com/watch?v=xoTfgTw_lgI,thumbs/xoTfgTw_lgI.jpg,https://i.ytimg.com/vi/xoTfgTw_lgI/hqdefault.jpg
Blender Donut 🍩 Rendered in Octane – Timelapse,RAWRENDER,13,00:03:21,2025-07-29,Beginner Tutorial,https://www.youtube.com/watch?v=l--6ON3anIM,thumbs/l--6ON3anIM.jpg,https://i.ytimg.com/vi/l--6ON3anIM/hqdefault.jpg
Random Texture using UV OSL Projection - Blender Octane,Steven Scott (OnlineRender),506,00:03:22,2024-08-12,Beginner Tutorial,https://www.youtube.com/watch?v=IU4gD06p_4M,thumbs/IU4gD06p_4M.jpg,https://i.ytimg.com/vi/IU4gD06p_4M/hqdefault.jpg
Using View Layers in Blender Cycles (Render Guide),Octane Universe,87,00:03:23,2025-05-10,Beginner Tutorial,https://www.youtube.com/watch?v=rprPbxxZyNk,thumbs/rprPbxxZyNk.jpg,https://i.ytimg.com/vi/rprPbxxZyNk/hqdefault.jpg
Object only renders on first frame of Sequence - Fix | Blender & Octane,Timvias,1380,00:03:28,2023-03-22,Beginner Tutorial,https://www.youtube.com/watch?v=kbMyb_N9tEU,thumbs/kbMyb_N9tEU.jpg,https://i.ytimg.com/vi/kbMyb_N9tEU/hqdefault.jpg
Setting Up VDB Sequences in Blender (Render Guide),Octane Universe,110,00:03:29,2025-05-10,Beginner Tutorial,https://www.youtube.com/watch?v=qwLWDJ7VbFM,thumbs/qwLWDJ7VbFM.jpg,https://i.ytimg.com/vi/qwLWDJ7VbFM/hqdefault.jpg
Blender Octane Timelapse of the Image: Colorful Houses in the Bay,ArchiVizual,367,00:03:35,2021-06-23,Beginner Tutorial,https://www.youtube.com/watch?v=V4ZMfRGewlg,thumbs/V4ZMfRGewlg.jpg,https://i.ytimg.com/vi/V4ZMfRGewlg/hqdefault.jpg
Octane Blender light linking - lightpass id,Steven Scott (OnlineRender),725,00:03:36,2024-07-09,Beginner Tutorial,https://www.youtube.com/watch?v=iTgjZLifFYg,thumbs/iTgjZLifFYg.jpg,https://i.ytimg.com/vi/iTgjZLifFYg/hqdefault.jpg
FREE Blender Octane HDRI Setup A Beginner's Guide,1 Polygon With Me,6061,00:03:39,2023-02-12,Beginner Tutorial,https://www.youtube.com/watch?v=pjkOu4WUPIA,thumbs/pjkOu4WUPIA.jpg,https://i.ytimg.com/vi/pjkOu4WUPIA/hqdefault.jpg
Blender Octane Shaders Are Easier Than You Think,1 Polygon With Me,604,00:03:46,2025-05-16,Beginner Tutorial,https://www.youtube.com/watch?v=Q9yR5fL7lik,thumbs/Q9yR5fL7lik.jpg,https://i.ytimg.com/vi/Q9yR5fL7lik/hqdefault.jpg
5 Blender Octane Youtubers,Steven Scott (OnlineRender),633,00:03:52,2023-11-23,Beginner Tutorial,https://www.youtube.com/watch?v=B2VNktIbtnE,thumbs/B2VNktIbtnE.jpg,https://i.ytimg.com/vi/B2VNktIbtnE/hqdefault.jpg
Blender Octane Render Tutorial | HDRI and Shadow Catcher,Ambocc 3D,2853,00:04:01,2022-08-09,Beginner Tutorial,https://www.youtube.com/watch?v=ivt6bHMSd08,thumbs/ivt6bHMSd08.jpg,https://i.ytimg.com/vi/ivt6bHMSd08/hqdefault.jpg
Pearl Material | Blender & Octane Tutorial,Timvias,3795,00:04:02,2023-10-06,Beginner Tutorial,https://www.youtube.com/watch?v=-OQ7kWNu4Xc,thumbs/-OQ7kWNu4Xc.jpg,https://i.ytimg.com/vi/-OQ7kWNu4Xc/hqdefault.jpg
Octane’s Default Settings Are Killing Your Viewport Speed,1 Polygon With Me,853,00:04:04,2025-06-12,Beginner Tutorial,https://www.youtube.com/watch?v=KLQwS9j5f3M,thumbs/KLQwS9j5f3M.jpg,https://i.ytimg.com/vi/KLQwS9j5f3M/hqdefault.jpg
【Blender octane】 Full technical explanation 10: Volume light principle.OC全技术宝典10:体积光原理,4D yorha,107,00:04:05,2020-06-24,Beginner Tutorial,https://www.youtube.com/watch?v=jrs_8UhwoiQ,thumbs/jrs_8UhwoiQ.jpg,https://i.ytimg.com/vi/jrs_8UhwoiQ/hqdefault.jpg
Blender Octane Edition - Vectron Fractal Boolean Operation,Smidge3D,150,00:04:07,2025-07-07,Beginner Tutorial,https://www.youtube.com/watch?v=Eth1ZLWcKLc,thumbs/Eth1ZLWcKLc.jpg,https://i.ytimg.com/vi/Eth1ZLWcKLc/hqdefault.jpg
Blender Octane Render | Octane Material Converter,Ambocc 3D,3266,00:04:10,2023-03-29,Beginner Tutorial,https://www.youtube.com/watch?v=oNgKPY0ABbk,thumbs/oNgKPY0ABbk.jpg,https://i.ytimg.com/vi/oNgKPY0ABbk/hqdefault.jpg
Using Network Render in Octane for Mac and Windows,Octane Universe,493,00:04:15,2025-06-27,Beginner Tutorial,https://www.youtube.com/watch?v=VHMcA_ZwHHY,thumbs/VHMcA_ZwHHY.jpg,https://i.ytimg.com/vi/VHMcA_ZwHHY/hqdefault.jpg
Octane for Blender Made Easy - Ap Octane Add-on review/walkthrough,xanzuls,1220,00:04:16,2021-05-01,Beginner Tutorial,https://www.youtube.com/watch?v=TWRETogiuOM,thumbs/TWRETogiuOM.jpg,https://i.ytimg.com/vi/TWRETogiuOM/hqdefault.jpg
BLENDER OCTANE MAKING A RENDER PARRT 3,IIFearII,187,00:04:19,2022-02-07,Beginner Tutorial,https://www.youtube.com/watch?v=iqJjPWyXtdo,thumbs/iqJjPWyXtdo.jpg,https://i.ytimg.com/vi/iqJjPWyXtdo/hqdefault.jpg
The Golem _ Blender Octane plugin Tutorial Introduction,Pierre Santamaria,3781,00:04:19,2022-05-17,Beginner Tutorial,https://www.youtube.com/watch?v=ZiFgg7OHeKI,thumbs/ZiFgg7OHeKI.jpg,https://i.ytimg.com/vi/ZiFgg7OHeKI/hqdefault.jpg
How to Make HUDs in Blender Octane: Quick and Easy Methods,Hassan Omer,296,00:04:29,2024-06-26,Beginner Tutorial,https://www.youtube.com/watch?v=VJHexpiTUD8,thumbs/VJHexpiTUD8.jpg,https://i.ytimg.com/vi/VJHexpiTUD8/hqdefault.jpg
How to add Volumetric Fog in Blender Octane | Basics of Blender Octane Part-2 | Blender Tutorial,Nivellium,4214,00:04:32,2023-06-21,Beginner Tutorial,https://www.youtube.com/watch?v=zAc21VD9Crw,thumbs/zAc21VD9Crw.jpg,https://i.ytimg.com/vi/zAc21VD9Crw/hqdefault.jpg
How to texture in Octane Blender | Fortnite thumbnail tutorial,nero,2863,00:04:35,2024-01-11,Beginner Tutorial,https://www.youtube.com/watch?v=GKEzAD_ErYo,thumbs/GKEzAD_ErYo.jpg,https://i.ytimg.com/vi/GKEzAD_ErYo/hqdefault.jpg
How to Texture Skins in Blender OCTANE! 😍,Batpenguin,436,00:04:35,2025-05-03,Beginner Tutorial,https://www.youtube.com/watch?v=6TLjQ3VqOWM,thumbs/6TLjQ3VqOWM.jpg,https://i.ytimg.com/vi/6TLjQ3VqOWM/hqdefault.jpg
How to install Octane in Blender FOR FREE!,EgoMotion,7963,00:04:38,2024-05-03,Beginner Tutorial,https://www.youtube.com/watch?v=X7caWO9DQxk,thumbs/X7caWO9DQxk.jpg,https://i.ytimg.com/vi/X7caWO9DQxk/hqdefault.jpg
Tutorial - How to Bake your Models in Octane Blender,ArchiVizual,1974,00:04:38,2022-07-15,Beginner Tutorial,https://www.youtube.com/watch?v=seaumx--FJA,thumbs/seaumx--FJA.jpg,https://i.ytimg.com/vi/seaumx--FJA/hqdefault.jpg
Single color background and HDRI in Blender with Octane | Tutorial,Timvias,1615,00:04:41,2023-03-10,Beginner Tutorial,https://www.youtube.com/watch?v=NIhvphxdBQg,thumbs/NIhvphxdBQg.jpg,https://i.ytimg.com/vi/NIhvphxdBQg/hqdefault.jpg
Blender:Octane. Node Wrangler (0.5). Principled Shader / Ctrl+Shift+T override.,AiSatan RED,1595,00:04:45,2021-04-10,Beginner Tutorial,https://www.youtube.com/watch?v=SON0bUczSf0,thumbs/SON0bUczSf0.jpg,https://i.ytimg.com/vi/SON0bUczSf0/hqdefault.jpg
PBR RENDERING - Material projections in OCTANE for BLENDER [Part 03],Xolotl Studio,1528,00:04:47,2021-02-19,Beginner Tutorial,https://www.youtube.com/watch?v=73zU9eF1rhA,thumbs/73zU9eF1rhA.jpg,https://i.ytimg.com/vi/73zU9eF1rhA/hqdefault.jpg
Blender Octane Camera & World Setup | Quick Setup Video,1 Polygon With Me,2777,00:04:50,2020-12-07,Beginner Tutorial,https://www.youtube.com/watch?v=BZbpOeReJlU,thumbs/BZbpOeReJlU.jpg,https://i.ytimg.com/vi/BZbpOeReJlU/hqdefault.jpg
Iridescent Material - Blender Octane Tutorial,Sonny Nguyen,8116,00:04:51,2021-08-31,Beginner Tutorial,https://www.youtube.com/watch?v=KHtCQIiMtyg,thumbs/KHtCQIiMtyg.jpg,https://i.ytimg.com/vi/KHtCQIiMtyg/hqdefault.jpg
Control Lighting using nodes in Octane Blender,Steven Scott (OnlineRender),736,00:04:54,2023-12-06,Beginner Tutorial,https://www.youtube.com/watch?v=gUqMRt1yG4s,thumbs/gUqMRt1yG4s.jpg,https://i.ytimg.com/vi/gUqMRt1yG4s/hqdefault.jpg
Installing Blender Octane Render Edition (Free Tier),Ambocc 3D,37797,00:04:55,2022-01-05,Beginner Tutorial,https://www.youtube.com/watch?v=-K87nJph_4M,thumbs/-K87nJph_4M.jpg,https://i.ytimg.com/vi/-K87nJph_4M/hqdefault.jpg
Octane Blender Tutorials - 16 - LiveDB,MTimtam,6140,00:04:58,2013-12-23,Beginner Tutorial,https://www.youtube.com/watch?v=jzLeXN9YD7E,thumbs/jzLeXN9YD7E.jpg,https://i.ytimg.com/vi/jzLeXN9YD7E/hqdefault.jpg
How to Separate Shadows in Blender Octane,1 Polygon With Me,153,00:04:59,2025-08-08,Beginner Tutorial,https://www.youtube.com/watch?v=GDBH0jEyQEg,thumbs/GDBH0jEyQEg.jpg,https://i.ytimg.com/vi/GDBH0jEyQEg/hqdefault.jpg
Replicate Matcaps with the Matcap Projection node - Blender Octane,Steven Scott (OnlineRender),348,00:04:59,2024-07-18,Beginner Tutorial,https://www.youtube.com/watch?v=WzzC5ZXrNrI,thumbs/WzzC5ZXrNrI.jpg,https://i.ytimg.com/vi/WzzC5ZXrNrI/hqdefault.jpg
Tutorial - How to Create Volumetric Lights in Blender Octane,ArchiVizual,2915,00:05:04,2022-06-29,Beginner Tutorial,https://www.youtube.com/watch?v=CAiGM_iXiD4,thumbs/CAiGM_iXiD4.jpg,https://i.ytimg.com/vi/CAiGM_iXiD4/hqdefault.jpg
import an FBX with its textures in Blender Octane Plugin,Pierre Santamaria,12910,00:05:14,2022-05-23,Beginner Tutorial,https://www.youtube.com/watch?v=aQXok4LQE4A,thumbs/aQXok4LQE4A.jpg,https://i.ytimg.com/vi/aQXok4LQE4A/hqdefault.jpg
Create a cosmetic cream stain - Blender Octane Tutorial,Sonny Nguyen,13313,00:05:16,2021-08-21,Beginner Tutorial,https://www.youtube.com/watch?v=2xBGERnxKys,thumbs/2xBGERnxKys.jpg,https://i.ytimg.com/vi/2xBGERnxKys/hqdefault.jpg
Blender Octane - Greyscalegorilla Material Importer,Ambocc 3D,2229,00:05:17,2023-12-22,Beginner Tutorial,https://www.youtube.com/watch?v=9vGkf6jFM0A,thumbs/9vGkf6jFM0A.jpg,https://i.ytimg.com/vi/9vGkf6jFM0A/hqdefault.jpg
Blender Octane Render | Octane AOVs and Compositing Part 2 of 3,Ambocc 3D,127,00:05:17,2025-06-27,Beginner Tutorial,https://www.youtube.com/watch?v=v--Rj7gt5NE,thumbs/v--Rj7gt5NE.jpg,https://i.ytimg.com/vi/v--Rj7gt5NE/hqdefault.jpg
Subsurface Scattering Material | Blender and Octane,Timvias,2943,00:05:18,2023-03-25,Beginner Tutorial,https://www.youtube.com/watch?v=3MUmSV2on58,thumbs/3MUmSV2on58.jpg,https://i.ytimg.com/vi/3MUmSV2on58/hqdefault.jpg
Using the real time compositing Light Mixer in Octane for Blender.,Lino Grandi,2233,00:05:21,2021-12-21,Beginner Tutorial,https://www.youtube.com/watch?v=HBAchQW-tAM,thumbs/HBAchQW-tAM.jpg,https://i.ytimg.com/vi/HBAchQW-tAM/hqdefault.jpg
Tutorial - How to Import Files from Quixel Bridge to Blender Octane,ArchiVizual,3994,00:05:33,2022-03-11,Beginner Tutorial,https://www.youtube.com/watch?v=HKI0eBudQBY,thumbs/HKI0eBudQBY.jpg,https://i.ytimg.com/vi/HKI0eBudQBY/hqdefault.jpg
Tutorial - Importing IES Files in Blender Octane,ArchiVizual,1707,00:05:33,2022-02-18,Beginner Tutorial,https://www.youtube.com/watch?v=ayoxaxNX6dc,thumbs/ayoxaxNX6dc.jpg,https://i.ytimg.com/vi/ayoxaxNX6dc/hqdefault.jpg
FREE Octane Blender Install Guide AgX Tone Mapping,1 Polygon With Me,2460,00:05:36,2024-04-23,Beginner Tutorial,https://www.youtube.com/watch?v=UHPLjHzsYJI,thumbs/UHPLjHzsYJI.jpg,https://i.ytimg.com/vi/UHPLjHzsYJI/hqdefault.jpg
I Tried Making Apple’s Liquid Glass in Blender and This Happened!,P A N T E R,76767,00:05:38,2025-06-16,Beginner Tutorial,https://www.youtube.com/watch?v=SgQPsLdQlOI,thumbs/SgQPsLdQlOI.jpg,https://i.ytimg.com/vi/SgQPsLdQlOI/hqdefault.jpg
Octane Blender Tutorials - 8 - Subsurface Scattering,MTimtam,3777,00:05:40,2013-12-20,Beginner Tutorial,https://www.youtube.com/watch?v=RiyxvTdO22s,thumbs/RiyxvTdO22s.jpg,https://i.ytimg.com/vi/RiyxvTdO22s/hqdefault.jpg
3 nodes you need to try if you use Blender Octane.,Agent Rat,11,00:05:42,2025-07-12,Beginner Tutorial,https://www.youtube.com/watch?v=7ilW_1uJNpE,thumbs/7ilW_1uJNpE.jpg,https://i.ytimg.com/vi/7ilW_1uJNpE/hqdefault.jpg
Blender Octane Render Tutorial | Getting Started with Denoising,Ambocc 3D,6533,00:05:43,2022-10-04,Beginner Tutorial,https://www.youtube.com/watch?v=DRzHw8wAy_o,thumbs/DRzHw8wAy_o.jpg,https://i.ytimg.com/vi/DRzHw8wAy_o/hqdefault.jpg
Scene Breakdown — Abandoned Stairwell in Blender Octane,shucayb-code,441,00:05:45,2025-07-20,Beginner Tutorial,https://www.youtube.com/watch?v=UQR05vJcSMQ,thumbs/UQR05vJcSMQ.jpg,https://i.ytimg.com/vi/UQR05vJcSMQ/hqdefault.jpg
Blender Octane Part 1 How To Make Pearlescent Material,IIFearII,560,00:05:50,2020-06-25,Beginner Tutorial,https://www.youtube.com/watch?v=5zWpHJ1E0Dc,thumbs/5zWpHJ1E0Dc.jpg,https://i.ytimg.com/vi/5zWpHJ1E0Dc/hqdefault.jpg
Blender Octane's Custom Node Wrangler,Pierre Santamaria,604,00:05:50,2024-11-19,Beginner Tutorial,https://www.youtube.com/watch?v=JdTeOakBJFo,thumbs/JdTeOakBJFo.jpg,https://i.ytimg.com/vi/JdTeOakBJFo/hqdefault.jpg
Aces Octane render for blender,Sergey Dobriy 3D,1240,00:05:51,2023-05-15,Beginner Tutorial,https://www.youtube.com/watch?v=_-woIijzlEU,thumbs/_-woIijzlEU.jpg,https://i.ytimg.com/vi/_-woIijzlEU/hqdefault.jpg
"Blender to C4D - Simulating Water, Rendering White Water & Foam in Octane [Part 1] | VFXHUT",VFX Hut,2157,00:05:53,2020-04-17,Beginner Tutorial,https://www.youtube.com/watch?v=z0PQsDVmqYk,thumbs/z0PQsDVmqYk.jpg,https://i.ytimg.com/vi/z0PQsDVmqYk/hqdefault.jpg
【Blender octane】 Full technical explanation 12: Light ID.OC全技术宝典12:灯光ID屏蔽,4D yorha,94,00:05:54,2020-06-24,Beginner Tutorial,https://www.youtube.com/watch?v=SJsfS0HT2G0,thumbs/SJsfS0HT2G0.jpg,https://i.ytimg.com/vi/SJsfS0HT2G0/hqdefault.jpg
Gobo Lights the little 3D cheat artists use - Blender Octane,Steven Scott (OnlineRender),668,00:05:59,2024-07-13,Beginner Tutorial,https://www.youtube.com/watch?v=BWOTfJXJO3g,thumbs/BWOTfJXJO3g.jpg,https://i.ytimg.com/vi/BWOTfJXJO3g/hqdefault.jpg
Gradient Glass Material  | Blender & Octane Tutorial,Timvias,4498,00:06:08,2024-04-04,Beginner Tutorial,https://www.youtube.com/watch?v=zdH7SqEDhBo,thumbs/zdH7SqEDhBo.jpg,https://i.ytimg.com/vi/zdH7SqEDhBo/hqdefault.jpg
3D Art Timelapse | Blender - Octane - Marvelous - Daz - Clo3D,Tony3D,334,00:06:09,2023-01-06,Beginner Tutorial,https://www.youtube.com/watch?v=37b1jybX8iE,thumbs/37b1jybX8iE.jpg,https://i.ytimg.com/vi/37b1jybX8iE/hqdefault.jpg
How to Add a GOBO to Octane Lights in Blender,1 Polygon With Me,1277,00:06:10,2023-09-30,Beginner Tutorial,https://www.youtube.com/watch?v=p-4Y5c2yXNs,thumbs/p-4Y5c2yXNs.jpg,https://i.ytimg.com/vi/p-4Y5c2yXNs/hqdefault.jpg
Blender Octane: How I Built This Scene in 5 Minutes Part 1,1 Polygon With Me,448,00:06:14,2025-06-03,Beginner Tutorial,https://www.youtube.com/watch?v=2KcEClme8Cg,thumbs/2KcEClme8Cg.jpg,https://i.ytimg.com/vi/2KcEClme8Cg/hqdefault.jpg
PBR RENDERING - Setting up SUBSTANCE PAINTER  UDIM Materials in OCTANE for BLENDER [Part 02],Xolotl Studio,2592,00:06:17,2021-02-03,Beginner Tutorial,https://www.youtube.com/watch?v=vnYznjQXd8E,thumbs/vnYznjQXd8E.jpg,https://i.ytimg.com/vi/vnYznjQXd8E/hqdefault.jpg
Subsurface Scattering Skin Shader in Blender Octane plugin Tutorial,Pierre Santamaria,10928,00:06:19,2021-07-22,Beginner Tutorial,https://www.youtube.com/watch?v=qZ4WPJH2xQM,thumbs/qZ4WPJH2xQM.jpg,https://i.ytimg.com/vi/qZ4WPJH2xQM/hqdefault.jpg
Blender Octane Render | Octane AOVs and Compositing Part 3 of 3,Ambocc 3D,111,00:06:24,2025-06-27,Beginner Tutorial,https://www.youtube.com/watch?v=R1MWy8_WgBs,thumbs/R1MWy8_WgBs.jpg,https://i.ytimg.com/vi/R1MWy8_WgBs/hqdefault.jpg
Emission Material | Blender & Octane Tutorial,Timvias,1938,00:06:24,2023-07-08,Beginner Tutorial,https://www.youtube.com/watch?v=HllA9pThO_M,thumbs/HllA9pThO_M.jpg,https://i.ytimg.com/vi/HllA9pThO_M/hqdefault.jpg
Blender Octane - Learn how to use Texture Displacement for ultimate optimization,EgoMotion,2954,00:06:27,2024-05-20,Beginner Tutorial,https://www.youtube.com/watch?v=3j3yoxAZ3pU,thumbs/3j3yoxAZ3pU.jpg,https://i.ytimg.com/vi/3j3yoxAZ3pU/hqdefault.jpg
Tutorial - Render Selection in Blender Octane,ArchiVizual,618,00:06:28,2022-08-18,Beginner Tutorial,https://www.youtube.com/watch?v=BaJd8lOPBVg,thumbs/BaJd8lOPBVg.jpg,https://i.ytimg.com/vi/BaJd8lOPBVg/hqdefault.jpg
Blender Octane Render Tutorial | Toon Light and Material Basics,Ambocc 3D,1487,00:06:31,2022-09-28,Beginner Tutorial,https://www.youtube.com/watch?v=vMj4HHX0ckI,thumbs/vMj4HHX0ckI.jpg,https://i.ytimg.com/vi/vMj4HHX0ckI/hqdefault.jpg
Blender Octane Fog for Beginners,1 Polygon With Me,3577,00:06:32,2024-01-24,Beginner Tutorial,https://www.youtube.com/watch?v=AIHG2S4qZeU,thumbs/AIHG2S4qZeU.jpg,https://i.ytimg.com/vi/AIHG2S4qZeU/hqdefault.jpg
Blender Octane Part 6 How To Use Normal Map,IIFearII,1833,00:06:32,2020-12-16,Beginner Tutorial,https://www.youtube.com/watch?v=nlgXusWAIKU,thumbs/nlgXusWAIKU.jpg,https://i.ytimg.com/vi/nlgXusWAIKU/hqdefault.jpg
Blender Octane Render Tutorial | Denoise Shadow Pass,Ambocc 3D,1515,00:06:39,2022-11-05,Beginner Tutorial,https://www.youtube.com/watch?v=1kEQhQJNFSQ,thumbs/1kEQhQJNFSQ.jpg,https://i.ytimg.com/vi/1kEQhQJNFSQ/hqdefault.jpg
Tutorial - How to Create the Bokeh Effect  on Blender Octane,ArchiVizual,983,00:06:45,2022-04-21,Beginner Tutorial,https://www.youtube.com/watch?v=OW4MTxfQ-iU,thumbs/OW4MTxfQ-iU.jpg,https://i.ytimg.com/vi/OW4MTxfQ-iU/hqdefault.jpg
Dial Material for a watch | Blender & Octane Tutorial,Timvias,845,00:06:50,2023-05-21,Beginner Tutorial,https://www.youtube.com/watch?v=1BnI6aucb7E,thumbs/1BnI6aucb7E.jpg,https://i.ytimg.com/vi/1BnI6aucb7E/hqdefault.jpg
Why I Use Octane Blender Denoiser,1 Polygon With Me,4053,00:06:50,2023-10-28,Beginner Tutorial,https://www.youtube.com/watch?v=0Q0TyHtxj_Q,thumbs/0Q0TyHtxj_Q.jpg,https://i.ytimg.com/vi/0Q0TyHtxj_Q/hqdefault.jpg
Open Scene - 3 Lighting Tricks in Blender Octane,ArchiVizual,2139,00:06:53,2021-06-08,Beginner Tutorial,https://www.youtube.com/watch?v=Uc6gZNI4O7E,thumbs/Uc6gZNI4O7E.jpg,https://i.ytimg.com/vi/Uc6gZNI4O7E/hqdefault.jpg
Blender Octane Plugin : The Environment nobody uses,Pierre Santamaria,2068,00:06:54,2022-11-30,Beginner Tutorial,https://www.youtube.com/watch?v=9dX42kEku70,thumbs/9dX42kEku70.jpg,https://i.ytimg.com/vi/9dX42kEku70/hqdefault.jpg
How to go from Octane for Blender to Octane Standalone and back! and Import USD?!,Alex Pearce,5481,00:06:57,2022-02-21,Beginner Tutorial,https://www.youtube.com/watch?v=RsRnXxUvVvw,thumbs/RsRnXxUvVvw.jpg,https://i.ytimg.com/vi/RsRnXxUvVvw/hqdefault.jpg
Octane vs Blender Which Scatter Method Reigns Supreme,1 Polygon With Me,3420,00:06:58,2023-11-28,Beginner Tutorial,https://www.youtube.com/watch?v=ksphM9pHZgo,thumbs/ksphM9pHZgo.jpg,https://i.ytimg.com/vi/ksphM9pHZgo/hqdefault.jpg
Octane For Blender Skin shader settup,Luwizart ,10038,00:06:59,2020-04-08,Beginner Tutorial,https://www.youtube.com/watch?v=OJhW-tdUJlE,thumbs/OJhW-tdUJlE.jpg,https://i.ytimg.com/vi/OJhW-tdUJlE/hqdefault.jpg
【Blender octane】 Full technical explanation 09: Make spotlight (store preset).OC全技术宝典09:制作聚光灯预设,4D yorha,86,00:07:00,2020-06-24,Beginner Tutorial,https://www.youtube.com/watch?v=zAACwPmBtA4,thumbs/zAACwPmBtA4.jpg,https://i.ytimg.com/vi/zAACwPmBtA4/hqdefault.jpg
Blender Octane | Character Creator 4 | iClone 8 - Character Motion Capture Workflow - Part 1,Ambocc 3D,2525,00:07:01,2023-12-08,Beginner Tutorial,https://www.youtube.com/watch?v=HCHLaCyTgMI,thumbs/HCHLaCyTgMI.jpg,https://i.ytimg.com/vi/HCHLaCyTgMI/hqdefault.jpg
Green dudes [Character concept] blender Octane render timelapse,Alex Pi,16386,00:07:01,2020-06-03,Beginner Tutorial,https://www.youtube.com/watch?v=wnQ7XKR7z88,thumbs/wnQ7XKR7z88.jpg,https://i.ytimg.com/vi/wnQ7XKR7z88/hqdefault.jpg
Octane Blender Beginner's Guide: Color Management & World Setup,1 Polygon With Me,2405,00:07:02,2024-10-16,Beginner Tutorial,https://www.youtube.com/watch?v=o4_93z6sZ68,thumbs/o4_93z6sZ68.jpg,https://i.ytimg.com/vi/o4_93z6sZ68/hqdefault.jpg
